datetime,Global Horiz,Temperature,Power,Voltage,Current
2005-01-04 22:00:00,0.0,296.67,0.0,46.868207999999996,0.0
2005-01-04 22:30:00,0.0,296.22,0.0,46.866903,0.0
2005-01-04 23:00:00,0.0,295.8,0.0,46.865685,0.0
2005-01-04 23:30:00,0.0,295.42,0.0,46.864582999999996,0.0
2005-01-05 00:00:00,0.0,295.29,0.0,46.864205999999996,0.0
2005-01-05 00:30:00,0.0,294.72,0.0,46.862553,0.0
2005-01-05 01:00:00,0.0,294.4,0.0,46.861625,0.0
2005-01-05 01:30:00,0.0,294.11,0.0,46.860783999999995,0.0
2005-01-05 02:00:00,0.0,293.85,0.0,46.860029999999995,0.0
2005-01-05 02:30:00,0.0,293.63,0.0,46.859392,0.0
2005-01-05 03:00:00,0.0,293.52,0.0,46.859072999999995,0.0
2005-01-05 03:30:00,0.0,293.51,0.0,46.859044,0.0
2005-01-05 04:00:00,9.8836,294.24,3.512634235002644,46.861791573679994,0.09476547610303855
2005-01-05 04:30:00,49.2694,295.71,17.515024353880555,46.86856738772,0.47246013954353994
2005-01-05 05:00:00,111.3545,297.41,39.59980458921209,46.877458417099994,1.0679848519063726
2005-01-05 05:30:00,176.3403,299.36,62.73416925891881,46.887259511139995,1.6915522177969449
2005-01-05 06:00:00,240.4946,300.98,85.58702714693804,46.896050555479995,2.3073197280379207
2005-01-05 06:30:00,305.7001,302.27,108.82608817178789,46.903951666379996,2.9333216792685404
2005-01-05 07:00:00,356.845,303.43,127.06622332717272,46.910578711,3.424486342694275
2005-01-05 07:30:00,403.4059,304.47,143.6795238452066,46.916565296419996,3.8717274431657027
2005-01-05 08:00:00,447.6849,305.43,159.48533560275663,46.92217429662,4.297132403502569
2005-01-05 08:30:00,481.8473,306.31,171.68740672943593,46.926905857739996,4.62543548900969
2005-01-05 09:00:00,520.4961,307.09,185.49282682048414,46.93163365118,4.996864294658266
2005-01-05 09:30:00,543.5067,307.77,193.71944014128934,46.935073727459994,5.218092915089393
2005-01-05 10:00:00,502.0824,308.34,178.9478237959361,46.934083857119994,4.820301279928287
2005-01-05 10:30:00,476.265,308.79,169.7439311210093,46.933741706999996,4.572410191652475
2005-01-05 11:00:00,536.5251,309.11,191.25685714187745,46.938514301379996,5.15138231756023
2005-01-05 11:30:00,491.2993,309.31,175.11921647346867,46.936208895339995,4.716956862117986
2005-01-05 12:00:00,392.9519,309.36,140.03046341316542,46.93007933122,3.7723097395523495
2005-01-05 12:30:00,359.9344,309.28,128.25272653909192,46.927740814719996,3.455199011431337
2005-01-05 13:00:00,347.9647,309.05,123.98068725181146,46.92631014786,3.340209754371907
2005-01-05 13:30:00,353.1643,308.68,125.82965462866667,46.925568882339995,3.3900770222902397
2005-01-05 14:00:00,317.8766,308.17,113.24033419527855,46.92183852708,3.0511406566271035
2005-01-05 14:30:00,270.432,307.51,96.31997969202033,46.916897561599995,2.595512969892864
2005-01-05 15:00:00,198.5515,306.74,70.69930523231372,46.9100785857,1.9053953133721748
2005-01-05 15:30:00,135.52,305.86,48.24287842791892,46.903505175999996,1.3003612519744
2005-01-05 16:00:00,73.9761,304.76,26.326905468854953,46.89638867518,0.7097354871075834
2005-01-05 16:30:00,23.5309,303.46,8.371969796230877,46.889400271419994,0.2257298962753029
